make_model,body_type,power,gearbox,doors,fuel_type,mileage,age,engine_size_cat,type,price
Mercedes Benz A 220,Compact,130.0,Automatic,5.0,Diesel,19990.0,6.0,Medium,Used,22900
Mercedes Benz A 45 AMG,Compact,280.0,Automatic,5.0,Benzin,164000.0,6.0,Medium,Used,33900
Mercedes Benz A 35 AMG,Compact,225.0,Automatic,5.0,Benzin,20900.0,3.0,Medium,Used,59700
Mercedes Benz A 35 AMG,Compact,225.0,Automatic,5.0,Benzin,4700.0,3.0,Medium,Used,53900
Mercedes Benz A 220,Compact,125.0,Automatic,5.0,Diesel,160000.0,8.0,Medium,Used,18499
Mercedes Benz A 180,Compact,80.0,Manual,5.0,Diesel,191074.0,10.0,Medium,Used,6800
Mercedes Benz A 220,Compact,140.0,Automatic,5.0,Benzin,24510.0,3.0,Medium,Used,27990
Mercedes Benz A 45 AMG,Compact,265.0,Automatic,5.0,Benzin,175000.0,9.0,Medium,Used,28950
Mercedes Benz A 45 AMG,Compact,265.0,Automatic,5.0,Benzin,29328.0,8.0,Medium,Used,35900
Mercedes Benz A 250,Compact,165.0,Automatic,5.0,Benzin,1.0,0.0,Medium,Pre-registered,63900
Mercedes Benz A 45 AMG,Compact,265.0,Automatic,5.0,Benzin,134104.0,7.0,Medium,Used,29650
Mercedes Benz A 45 AMG,Compact,310.0,Automatic,5.0,Benzin,31000.0,2.0,Medium,Used,68900
Mercedes Benz A 250,Compact,165.0,Automatic,5.0,Benzin,27300.0,3.0,Medium,Used,39900
Mercedes Benz A 45 AMG,Compact,265.0,Automatic,5.0,Benzin,98000.0,7.0,Medium,Used,27990
Mercedes Benz A 220,Compact,140.0,Automatic,5.0,Diesel,24600.0,3.0,Medium,Used,34900
Mercedes Benz A 45 AMG,Compact,265.0,Automatic,5.0,Benzin,82100.0,9.0,Medium,Used,29900
Mercedes Benz A 35 AMG,Compact,225.0,Automatic,5.0,Benzin,40000.0,3.0,Medium,Used,42999
Mercedes Benz A 35 AMG,Compact,225.0,Automatic,5.0,Benzin,13000.0,3.0,Medium,Used,47900
Mercedes Benz A 200,Compact,110.0,Automatic,5.0,Diesel,1.0,0.0,Medium,Pre-registered,45990
Mercedes Benz A 200,Compact,110.0,Automatic,5.0,Diesel,114154.0,2.0,Medium,Used,26263
Mercedes Benz A 180,Compact,85.0,Automatic,5.0,Diesel,79163.0,4.0,Low,Used,23868
Mercedes Benz A 200,Compact,103.0,Manual,5.0,Diesel,201000.0,9.0,Medium,Used,15900
Mercedes Benz A 35 AMG,Compact,225.0,Automatic,5.0,Benzin,68000.0,3.0,Medium,Used,43700
Mercedes Benz A 45 AMG,Compact,280.0,Automatic,5.0,Benzin,103000.0,5.0,Medium,Used,37000
Mercedes Benz A 180,Compact,80.0,Automatic,5.0,Diesel,114000.0,7.0,Low,Used,15900
Mercedes Benz A 200,Compact,100.0,Manual,5.0,Diesel,75558.0,9.0,Medium,Used,17500
Mercedes Benz A 250,Compact,160.0,Automatic,5.0,Benzin,40900.0,2.0,Low,Used,35700
Mercedes Benz A 180,Compact,80.0,Manual,5.0,Diesel,80999.0,5.0,Low,Used,15690
Mercedes Benz A 180,Compact,80.0,Manual,5.0,Diesel,242000.0,15.0,Medium,Used,4500
Mercedes Benz Viano,Compact,132.0,Automatic,5.0,Diesel,180000.0,18.0,Low,Used,9300
Mercedes Benz A 35 AMG,Compact,225.0,Automatic,5.0,Benzin,51000.0,3.0,Medium,Used,43900
Mercedes Benz A 35 AMG,Compact,225.0,Automatic,5.0,Benzin,29855.0,3.0,Medium,Used,52990
Mercedes Benz A 200,Compact,120.0,Automatic,5.0,Benzin,72458.0,3.0,Low,Used,27490
Mercedes Benz A 45 AMG,Compact,310.0,Automatic,5.0,Benzin,31000.0,2.0,Medium,Used,66890
Mercedes Benz A 200,Compact,100.0,Automatic,5.0,Diesel,115352.0,5.0,Medium,Used,17490
Mercedes Benz A 200,Compact,100.0,Automatic,5.0,Diesel,81177.0,5.0,Medium,Used,19900
Mercedes Benz A 45 AMG,Compact,265.0,Automatic,5.0,Benzin,105000.0,8.0,Medium,Used,28490
Mercedes Benz SLK 200,Compact,135.0,Manual,5.0,Benzin,79137.0,9.0,Medium,Used,22800
Mercedes Benz A 45 AMG,Compact,265.0,Automatic,5.0,Benzin,98500.0,9.0,Medium,Used,32900
Mercedes Benz A 220,Compact,125.0,Automatic,5.0,Diesel,59618.0,9.0,Medium,Used,21500
Mercedes Benz A 200,Compact,100.0,Automatic,5.0,Diesel,99000.0,7.0,Medium,Used,19490
Mercedes Benz A 200,Compact,100.0,Automatic,5.0,Diesel,79994.0,5.0,Medium,Used,20841
Mercedes Benz A 200,Compact,120.0,Automatic,5.0,Benzin,12300.0,3.0,Low,Used,34900
Mercedes Benz A 45 AMG,Compact,280.0,Automatic,5.0,Benzin,39000.0,5.0,Medium,Used,38000
Mercedes Benz A 200,Compact,120.0,Manual,5.0,Benzin,74546.0,4.0,Low,Used,23095
Mercedes Benz A 180,Compact,85.0,Automatic,5.0,Diesel,29000.0,3.0,Low,Used,23490
Mercedes Benz A 200,Compact,100.0,Manual,5.0,Diesel,30620.0,5.0,Medium,Used,19290
Mercedes Benz A 250,Compact,118.0,Automatic,5.0,Benzin,37021.0,2.0,Low,Used,32500
Mercedes Benz A 180,Compact,80.0,Automatic,5.0,Diesel,94467.0,2.0,Medium,Used,26390
Mercedes Benz A 200,Compact,110.0,Automatic,5.0,Diesel,1.0,0.0,Medium,Pre-registered,44990
Mercedes Benz A 200,Compact,120.0,Automatic,5.0,Benzin,47794.0,3.0,Low,Used,27490
Mercedes Benz A 250,Compact,160.0,Automatic,5.0,Benzin,16500.0,6.0,Medium,Used,27500
Mercedes Benz A 180,Compact,85.0,Automatic,5.0,Diesel,29600.0,1.0,Medium,Used,30500
Mercedes Benz A 35 AMG,Compact,225.0,Automatic,5.0,Benzin,34000.0,3.0,Medium,Used,44500
Mercedes Benz A 45 AMG,Compact,265.0,Automatic,5.0,Benzin,75000.0,8.0,Medium,Used,32500
Mercedes Benz A 220,Compact,140.0,Automatic,5.0,Diesel,19900.0,2.0,Medium,Used,43900
Mercedes Benz A 180,Compact,80.0,Manual,5.0,Diesel,160000.0,7.0,Low,Used,16500
Mercedes Benz A 45 AMG,Compact,265.0,Automatic,5.0,Benzin,110000.0,7.0,Medium,Used,32900
Mercedes Benz A 180,Compact,85.0,Automatic,5.0,Diesel,28000.0,4.0,Low,Used,25490
Mercedes Benz A 180,Compact,80.0,Automatic,5.0,Diesel,123462.0,3.0,Low,Used,22700
Mercedes Benz A 200,Compact,120.0,Automatic,5.0,Benzin,32583.0,3.0,Low,Used,27990
Mercedes Benz A 200,Compact,100.0,Automatic,5.0,Diesel,118412.0,7.0,Medium,Used,16449
Mercedes Benz A 200,Compact,115.0,Manual,5.0,Benzin,62207.0,10.0,Low,Used,17450
Mercedes Benz 220,Compact,110.0,Manual,5.0,Diesel,173132.0,13.0,Medium,Used,9400
Mercedes Benz A 45 AMG,Compact,265.0,Automatic,5.0,Benzin,29841.0,8.0,Medium,Used,39500
Mercedes Benz A 200,Compact,110.0,Automatic,5.0,Diesel,52000.0,3.0,Medium,Used,25200
Mercedes Benz A 200,Compact,110.0,Automatic,5.0,Diesel,63304.0,3.0,Medium,Used,33250
Mercedes Benz A 45 AMG,Compact,280.0,Automatic,5.0,Benzin,115000.0,6.0,Medium,Used,33900
Mercedes Benz A 200,Compact,120.0,Automatic,5.0,Benzin,40000.0,3.0,Low,Used,32500
Mercedes Benz A 200,Compact,100.0,Automatic,5.0,Diesel,245000.0,7.0,Medium,Used,15900
Mercedes Benz A 200,Compact,100.0,Automatic,5.0,Diesel,174948.0,7.0,Medium,Used,16729
Mercedes Benz A 180,Compact,80.0,Automatic,5.0,Diesel,82000.0,8.0,Low,Used,17490
Mercedes Benz A 250,Compact,165.0,Automatic,5.0,Benzin,17264.0,1.0,Medium,Used,44900
Mercedes Benz A 45 AMG,Compact,265.0,Automatic,5.0,Benzin,20167.0,8.0,Medium,Used,39900
Mercedes Benz A 200,Compact,100.0,Automatic,5.0,Diesel,93361.0,5.0,Medium,Used,19490
Mercedes Benz A 35 AMG,Compact,225.0,Automatic,5.0,Benzin,42500.0,3.0,Medium,Used,45900
Mercedes Benz A 180,Compact,80.0,Manual,5.0,Diesel,198000.0,8.0,Low,Used,13900
Mercedes Benz A 180,Compact,80.0,Manual,5.0,Diesel,164305.0,5.0,Low,Used,19890
Mercedes Benz A 200,Compact,100.0,Manual,5.0,Diesel,146000.0,8.0,Medium,Used,15890
Mercedes Benz A 220,Compact,125.0,Automatic,5.0,Diesel,170500.0,7.0,Medium,Used,22000
Mercedes Benz A 180,Compact,85.0,Automatic,5.0,Diesel,40000.0,1.0,Low,Used,30990
Mercedes Benz E 400,Convertible,250.0,Automatic,3.0,Diesel,78473.0,2.0,High,Used,64870
Mercedes Benz SLC 43 AMG,Convertible,270.0,Automatic,3.0,Benzin,21000.0,6.0,High,Used,46880
Mercedes Benz E 400,Convertible,245.0,Automatic,3.0,Benzin,112538.0,7.0,High,Used,31880
Mercedes Benz SL 350,Convertible,225.0,Automatic,3.0,Benzin,36600.0,9.0,High,Used,48900
Mercedes Benz SLC 250,Convertible,150.0,Automatic,3.0,Diesel,80000.0,6.0,Medium,Used,32880
Mercedes Benz SLK 350,Convertible,225.0,Automatic,3.0,Benzin,50000.0,11.0,High,Used,32880
Mercedes Benz SLK 350,Convertible,200.0,Automatic,3.0,Benzin,136100.0,16.0,High,Used,12480
Mercedes Benz CLK 200,Convertible,135.0,Automatic,3.0,Benzin,159526.0,14.0,Medium,Used,9990
Mercedes Benz CLK 200,Convertible,135.0,Automatic,3.0,LPG/CNG,159526.0,14.0,Medium,Used,9990
Mercedes Benz SLK 200,Convertible,135.0,Manual,3.0,Benzin,184160.0,9.0,Medium,Used,13499
Mercedes Benz C 400,Convertible,245.0,Automatic,3.0,Benzin,20145.0,1.0,High,Employee's car,63370
Mercedes Benz E 400,Convertible,245.0,Automatic,3.0,Benzin,188000.0,7.0,High,Used,26999
Mercedes Benz SLC 43 AMG,Convertible,270.0,Automatic,3.0,Benzin,28562.0,5.0,High,Used,58755
Mercedes Benz SLK 350,Convertible,225.0,Automatic,3.0,Benzin,46437.0,7.0,High,Used,35880
Mercedes Benz E 350,Convertible,215.0,Automatic,3.0,Benzin,235000.0,12.0,High,Used,13490
Mercedes Benz E 220,Convertible,120.0,Automatic,3.0,Diesel,137600.0,10.0,Medium,Used,19499
Mercedes Benz C 43 AMG,Convertible,287.0,Automatic,3.0,Benzin,20000.0,3.0,High,Used,59990
Mercedes Benz SL 350,Convertible,232.0,Automatic,3.0,Benzin,83925.0,11.0,High,Used,37880
Mercedes Benz SL 350,Convertible,180.0,Automatic,3.0,Benzin,73952.0,17.0,High,Used,23750
Mercedes Benz E 400,Convertible,245.0,Automatic,3.0,Benzin,47000.0,6.0,High,Used,43600
Mercedes Benz SLK 250,Convertible,150.0,Automatic,3.0,Diesel,99283.0,7.0,Medium,Used,26880
Mercedes Benz SLK 300,Convertible,170.0,Automatic,3.0,Benzin,98700.0,11.0,High,Used,19480
Mercedes Benz SLC 200,Convertible,135.0,Manual,3.0,Benzin,1945.0,2.0,Medium,Used,42995
Mercedes Benz E 350,Convertible,185.0,Automatic,3.0,Diesel,89000.0,9.0,High,Used,34900
Mercedes Benz C 43 AMG,Convertible,270.0,Automatic,3.0,Benzin,42157.0,5.0,High,Used,48890
Mercedes Benz SLK 200,Convertible,135.0,Automatic,3.0,Benzin,56232.0,8.0,Medium,Used,24950
Mercedes Benz C 43 AMG,Convertible,270.0,Automatic,3.0,Benzin,100333.0,5.0,High,Used,45290
Mercedes Benz SLK,Convertible,135.0,Manual,3.0,Benzin,81200.0,14.0,Medium,Used,14800
Mercedes Benz SLK 200,Convertible,120.0,Manual,3.0,Benzin,232000.0,16.0,Medium,Used,7500
Mercedes Benz C 300,Convertible,180.0,Automatic,3.0,Benzin,69503.0,5.0,Medium,Used,39980
Mercedes Benz SLK 280,Convertible,170.0,Automatic,3.0,Benzin,59964.0,13.0,High,Used,17870
Mercedes Benz E 450,Convertible,270.0,Automatic,3.0,Benzin,18958.0,2.0,High,Used,68870
Mercedes Benz SL 500,Convertible,320.0,Automatic,3.0,Benzin,83064.0,9.0,Extreme,Used,49900
Mercedes Benz C 43 AMG,Convertible,287.0,Automatic,3.0,Benzin,97500.0,4.0,High,Used,47500
Mercedes Benz SLC 43 AMG,Convertible,270.0,Automatic,5.0,Benzin,28159.0,5.0,High,Used,41990
Mercedes Benz SLC 180,Convertible,115.0,Manual,3.0,Benzin,116256.0,5.0,Low,Used,24499
Mercedes Benz SLC 200,Convertible,135.0,Manual,3.0,Benzin,8830.0,2.0,Medium,Used,42950
Mercedes Benz E 220,Convertible,125.0,Automatic,3.0,Diesel,113000.0,5.0,Medium,Used,26990
Mercedes Benz E 300,Convertible,180.0,Automatic,3.0,Benzin,111500.0,5.0,Medium,Used,41960
Mercedes Benz C 63 AMG,Convertible,350.0,Automatic,3.0,Benzin,52565.0,5.0,High,Used,65490
Mercedes Benz E 400,Convertible,245.0,Automatic,3.0,Benzin,124390.0,7.0,High,Used,32999
Mercedes Benz C 200,Convertible,135.0,Automatic,3.0,Benzin,85419.0,6.0,Medium,Used,32360
Mercedes Benz SLC 200,Convertible,135.0,Automatic,3.0,Benzin,89823.0,5.0,Medium,Used,29880
Mercedes Benz SL 350,Convertible,225.0,Automatic,3.0,Benzin,62796.0,10.0,High,Used,46900
Mercedes Benz E 200,Convertible,135.0,Automatic,3.0,Benzin,102900.0,11.0,Medium,Used,20888
Mercedes Benz SLK 200,Convertible,135.0,Manual,3.0,Benzin,141668.0,8.0,Medium,Used,16999
Mercedes Benz E 350,Convertible,170.0,Automatic,3.0,Diesel,74573.0,12.0,High,Used,23900
Mercedes Benz SLK 250,Convertible,150.0,Automatic,3.0,Benzin,33750.0,7.0,Medium,Used,33990
Mercedes Benz E 200,Convertible,135.0,Automatic,3.0,Benzin,57795.0,3.0,Medium,Used,42849
Mercedes Benz C 180,Convertible,115.0,Automatic,3.0,Benzin,48000.0,5.0,Low,Used,34950
Mercedes Benz SLK 200,Convertible,135.0,Automatic,3.0,Benzin,52400.0,8.0,Medium,Used,25890
Mercedes Benz SLK 200,Convertible,135.0,Automatic,3.0,Benzin,148491.0,13.0,Medium,Used,10800
Mercedes Benz C 250,Convertible,150.0,Automatic,3.0,Diesel,85002.0,5.0,Medium,Used,34970
Mercedes Benz C 200,Convertible,135.0,Automatic,3.0,Benzin,27000.0,4.0,Low,Used,39870
Mercedes Benz SLK 200,Convertible,135.0,Automatic,3.0,Benzin,68500.0,8.0,Medium,Used,24940
Mercedes Benz C 220,Convertible,125.0,Automatic,3.0,Diesel,83344.0,4.0,Medium,Used,34490
Mercedes Benz SLK 280,Convertible,170.0,Automatic,3.0,Benzin,146000.0,16.0,High,Used,12990
Mercedes Benz SL 500,Convertible,320.0,Automatic,3.0,Benzin,52000.0,10.0,Extreme,Used,55000
Mercedes Benz SLK 350,Convertible,200.0,Automatic,3.0,Benzin,174500.0,16.0,High,Used,15390
Mercedes Benz E 200,Convertible,135.0,Automatic,3.0,Benzin,75000.0,4.0,Medium,Used,43990
Mercedes Benz SLC 200,Convertible,135.0,Manual,3.0,Benzin,7588.0,2.0,Medium,Used,40885
Mercedes Benz SLK 200,Convertible,135.0,Manual,3.0,Benzin,111167.0,10.0,Medium,Used,19980
Mercedes Benz SL 350,Convertible,232.0,Automatic,3.0,Benzin,72261.0,14.0,High,Used,33700
Mercedes Benz SLK 200,Convertible,135.0,Automatic,3.0,Benzin,23403.0,8.0,Medium,Used,25890
Mercedes Benz E 200,Convertible,135.0,Automatic,3.0,Benzin,103683.0,8.0,Medium,Used,24990
Mercedes Benz E 220,Convertible,125.0,Automatic,3.0,Diesel,112000.0,6.0,Medium,Used,32999
Mercedes Benz E 400,Convertible,245.0,Automatic,3.0,Benzin,75001.0,4.0,High,Used,49849
Mercedes Benz SLK 200,Convertible,135.0,Manual,3.0,Benzin,111500.0,9.0,Medium,Used,20830
Mercedes Benz E 250,Convertible,150.0,Automatic,3.0,Benzin,45000.0,11.0,Medium,Used,25990
Mercedes Benz SLK 250,Convertible,150.0,Automatic,3.0,Benzin,25020.0,9.0,Medium,Used,26480
Mercedes Benz C 200,Convertible,135.0,Automatic,3.0,Benzin,26300.0,3.0,Low,Used,43990
Mercedes Benz C 220,Convertible,125.0,Automatic,3.0,Diesel,37053.0,5.0,Medium,Used,36995
Mercedes Benz SLK 200,Convertible,135.0,Automatic,3.0,Benzin,65000.0,8.0,Medium,Used,25889
Mercedes Benz SLK 200,Convertible,135.0,Manual,3.0,Benzin,108700.0,14.0,Medium,Used,14980
Mercedes Benz C 43 AMG,Convertible,270.0,Automatic,3.0,Benzin,63019.0,4.0,High,Used,51890
Mercedes Benz SLK 200,Convertible,135.0,Automatic,3.0,Benzin,32000.0,7.0,Medium,Used,28990
Mercedes Benz SLK 200,Convertible,135.0,Automatic,3.0,Benzin,113900.0,13.0,Medium,Used,15889
Mercedes Benz C 250,Convertible,150.0,Automatic,3.0,Diesel,75652.0,5.0,Medium,Used,39990
Mercedes Benz E 200,Convertible,135.0,Automatic,3.0,Benzin,50000.0,6.0,Medium,Used,35500
Mercedes Benz C 300,Convertible,190.0,Automatic,3.0,Benzin,54750.0,3.0,Medium,Used,42749
Mercedes Benz C 180,Convertible,115.0,Automatic,3.0,Benzin,12861.0,1.0,Low,Used,43700
Mercedes Benz C 250,Convertible,155.0,Automatic,3.0,Benzin,64504.0,4.0,Medium,Used,40990
Mercedes Benz SLC 200,Convertible,135.0,Automatic,3.0,Benzin,34626.0,3.0,Medium,Used,38190
Mercedes Benz SLK 250,Convertible,150.0,Automatic,3.0,Diesel,91386.0,9.0,Medium,Used,21860
Mercedes Benz CLK 200,Convertible,120.0,Automatic,3.0,Benzin,134000.0,18.0,Medium,Used,9950
Mercedes Benz C 200,Convertible,118.0,Automatic,3.0,Diesel,32287.0,1.0,Low,Used,39900
Mercedes Benz E 250,Convertible,150.0,Automatic,3.0,Benzin,43400.0,9.0,Medium,Used,29849
Mercedes Benz SLK 200,Convertible,135.0,Automatic,3.0,Benzin,35552.0,12.0,Medium,Used,19900
Mercedes Benz E 300,Convertible,180.0,Automatic,3.0,Benzin,98328.0,4.0,Medium,Used,41199
Mercedes Benz E 350,Convertible,195.0,Automatic,3.0,Diesel,99800.0,10.0,High,Used,24900
Mercedes Benz E 300,Convertible,185.0,Automatic,3.0,Benzin,79477.0,10.0,High,Used,26900
Mercedes Benz E 200,Convertible,145.0,Automatic,3.0,Benzin,16000.0,2.0,Medium,Used,46990
Mercedes Benz E 250,Convertible,150.0,Automatic,3.0,Benzin,97149.0,9.0,Medium,Used,22990
Mercedes Benz E 200,Convertible,135.0,Automatic,3.0,Benzin,78000.0,8.0,Medium,Used,23999
Mercedes Benz SLK 200,Convertible,120.0,Manual,3.0,Benzin,123000.0,16.0,Medium,Used,10890
Mercedes Benz SLC 180,Convertible,115.0,Manual,3.0,Benzin,23500.0,4.0,Low,Used,33890
Mercedes Benz E 200,Convertible,135.0,Automatic,3.0,Benzin,61926.0,3.0,Medium,Used,46480
Mercedes Benz C 180,Convertible,115.0,Automatic,3.0,Benzin,48243.0,4.0,Low,Used,33835
Mercedes Benz SL 350,Convertible,180.0,Automatic,3.0,Benzin,114825.0,16.0,High,Used,17999
Mercedes Benz C 220,Convertible,125.0,Automatic,3.0,Diesel,73370.0,4.0,Medium,Used,34880
Mercedes Benz C 200,Convertible,135.0,Automatic,3.0,Benzin,62400.0,4.0,Medium,Used,36290
Mercedes Benz E 200,Convertible,135.0,Manual,3.0,Benzin,62948.0,8.0,Medium,Used,24300
Mercedes Benz C 220,Convertible,125.0,Automatic,3.0,Diesel,85000.0,5.0,Medium,Used,36990
Mercedes Benz SLK,Convertible,120.0,Manual,3.0,Benzin,173000.0,17.0,Medium,Used,12990
Mercedes Benz E 200,Convertible,135.0,Automatic,3.0,Benzin,53650.0,6.0,Medium,Used,32490
Mercedes Benz E 220,Convertible,125.0,Automatic,3.0,Diesel,109000.0,10.0,Medium,Used,22999
Mercedes Benz SLC 200,Convertible,135.0,Manual,3.0,Benzin,19000.0,2.0,Medium,Used,46880
Mercedes Benz SLK 200,Convertible,120.0,Automatic,3.0,Benzin,39000.0,19.0,Medium,Used,15990
Mercedes Benz E 250,Convertible,150.0,Automatic,3.0,Benzin,48160.0,9.0,Medium,Used,24290
Mercedes Benz E 250,Convertible,150.0,Automatic,3.0,Benzin,129000.0,10.0,Medium,Used,21800
Mercedes Benz C 300,Convertible,190.0,Automatic,3.0,Benzin,26000.0,2.0,Medium,Used,47400
Mercedes Benz SLK 200,Convertible,120.0,Manual,3.0,Benzin,83000.0,15.0,Medium,Used,12490
Mercedes Benz E 200,Convertible,135.0,Manual,3.0,Benzin,40000.0,9.0,Medium,Used,20499
Mercedes Benz C 180,Convertible,115.0,Automatic,3.0,Benzin,19798.0,3.0,Low,Used,39480
Mercedes Benz C 400,Convertible,245.0,Automatic,3.0,Benzin,25960.0,1.0,High,Used,66888
Mercedes Benz C 220,Convertible,125.0,Automatic,3.0,Diesel,40400.0,4.0,Medium,Used,41900
Mercedes Benz C 180,Convertible,115.0,Manual,3.0,Benzin,42500.0,3.0,Low,Used,35399
Mercedes Benz C 180,Convertible,115.0,Automatic,3.0,Benzin,43447.0,4.0,Low,Used,35930
Mercedes Benz SLK 200,Convertible,135.0,Manual,3.0,Benzin,101000.0,8.0,Medium,Used,22470
Mercedes Benz SLK 200,Convertible,120.0,Automatic,3.0,Benzin,59000.0,18.0,Medium,Used,12990
Mercedes Benz SLC 200,Convertible,135.0,Automatic,3.0,Benzin,71688.0,2.0,Medium,Used,36860
Mercedes Benz C 300,Convertible,190.0,Automatic,3.0,Benzin,59191.0,4.0,Medium,Used,41780
Mercedes Benz E 350,Convertible,210.0,Automatic,3.0,Diesel,30000.0,2.0,High,Used,68899
Mercedes Benz C 250,Convertible,150.0,Automatic,3.0,Diesel,59828.0,4.0,Medium,Used,36890
Mercedes Benz E 200,Convertible,135.0,Automatic,3.0,Benzin,53800.0,7.0,Medium,Used,27980
Mercedes Benz C 400,Convertible,245.0,Automatic,3.0,Benzin,6887.0,1.0,High,Used,59899
Mercedes Benz E 300,Convertible,180.0,Automatic,3.0,Diesel,49222.0,2.0,Medium,Used,60899
Mercedes Benz CLK 200,Convertible,120.0,Automatic,3.0,Benzin,97208.0,19.0,Medium,Used,10999
Mercedes Benz E 220,Convertible,143.0,Automatic,3.0,Diesel,47862.0,4.0,Medium,Used,46450
Mercedes Benz E 220,Convertible,143.0,Automatic,3.0,Diesel,81117.0,4.0,Medium,Used,39090
Mercedes Benz C 180,Convertible,115.0,Automatic,3.0,Benzin,30708.0,5.0,Low,Used,32690
Mercedes Benz SL 500,Convertible,225.0,Automatic,3.0,Benzin,142000.0,20.0,Extreme,Used,19000
Mercedes Benz C 200,Convertible,135.0,Automatic,3.0,Benzin,19900.0,0.0,Low,Employee's car,58490
Mercedes Benz E 200,Convertible,135.0,Automatic,3.0,Benzin,9000.0,4.0,Medium,Used,44490
Mercedes Benz C 180,Convertible,115.0,Automatic,3.0,Benzin,24673.0,4.0,Low,Used,35480
Mercedes Benz C 300,Convertible,190.0,Automatic,3.0,Benzin,26782.0,2.0,Medium,Used,53790
Mercedes Benz C 200,Convertible,135.0,Automatic,3.0,Benzin,9500.0,0.0,Low,Demonstration,58900
Mercedes Benz E 220,Convertible,143.0,Automatic,3.0,Diesel,52745.0,3.0,Medium,Used,53335
Mercedes Benz C 300,Convertible,190.0,Automatic,3.0,Benzin,19999.0,2.0,Medium,Used,52900
Mercedes Benz E 220,Convertible,143.0,Automatic,3.0,Diesel,31915.0,1.0,Medium,Used,59895
Mercedes Benz C 180,Convertible,115.0,Automatic,3.0,Benzin,12811.0,1.0,Low,Used,45800
Mercedes Benz E 220,Convertible,125.0,Automatic,3.0,Diesel,143000.0,8.0,Medium,Used,25900
Mercedes Benz SLC 200,Convertible,135.0,Automatic,3.0,Benzin,35000.0,4.0,Medium,Used,35879
Mercedes Benz SLC 200,Convertible,135.0,Automatic,3.0,Benzin,40790.0,4.0,Medium,Used,39880
Mercedes Benz C 300,Convertible,180.0,Automatic,3.0,Benzin,75726.0,5.0,Medium,Used,37999
Mercedes Benz C 200,Convertible,135.0,Automatic,3.0,Benzin,12584.0,1.0,Low,Used,50990
Mercedes Benz E 200,Convertible,145.0,Automatic,3.0,Benzin,11002.0,1.0,Medium,Used,58885
Mercedes Benz CLK 200,Convertible,120.0,Manual,3.0,Benzin,118000.0,18.0,Medium,Used,9999
Mercedes Benz C 200,Convertible,135.0,Automatic,3.0,Benzin,5705.0,0.0,Low,Used,53880
Mercedes Benz C 180,Convertible,115.0,Automatic,3.0,Benzin,3001.0,0.0,Low,Demonstration,56980
Mercedes Benz C 200,Convertible,135.0,Automatic,3.0,Benzin,3001.0,0.0,Low,Demonstration,56930
Mercedes Benz E 220,Convertible,143.0,Automatic,3.0,Diesel,12245.0,2.0,Medium,Used,53890
Mercedes Benz C 200,Convertible,135.0,Automatic,3.0,Benzin,8318.0,0.0,Low,Used,50900
Mercedes Benz E 220,Convertible,143.0,Automatic,3.0,Diesel,25577.0,2.0,Medium,Used,56000
Mercedes Benz C 200,Convertible,135.0,Automatic,3.0,Benzin,7471.0,0.0,Low,Used,48980
Mercedes Benz C 200,Convertible,135.0,Automatic,3.0,Benzin,5102.0,0.0,Low,Used,50900
Mercedes Benz SLK 200,Convertible,120.0,Manual,3.0,Benzin,62500.0,18.0,Medium,Used,12580
Mercedes Benz AMG GT,Convertible,143.0,Automatic,3.0,Diesel,23152.0,3.0,Medium,Used,44990
Mercedes Benz C 200,Convertible,135.0,Automatic,3.0,Benzin,11392.0,2.0,Low,Used,49590
Mercedes Benz C 200,Convertible,135.0,Automatic,3.0,Benzin,5212.0,0.0,Low,Used,50900
Mercedes Benz C 200,Convertible,135.0,Automatic,3.0,Benzin,6088.0,0.0,Low,Used,54880
Mercedes Benz E 200,Convertible,145.0,Automatic,3.0,Benzin,23956.0,2.0,Medium,Used,50990
Mercedes Benz E 300,Convertible,180.0,Automatic,3.0,Diesel,24978.0,2.0,Medium,Used,59950
Mercedes Benz C 220,Convertible,125.0,Automatic,3.0,Diesel,42452.0,5.0,Medium,Used,34900
Mercedes Benz C 200,Convertible,135.0,Automatic,3.0,Benzin,3643.0,0.0,Low,Used,50900
Mercedes Benz C 200,Convertible,135.0,Automatic,3.0,Benzin,7622.0,1.0,Low,Employee's car,48950
Mercedes Benz E 300,Convertible,190.0,Automatic,3.0,Benzin,18208.0,1.0,Medium,Used,68400
Mercedes Benz C 180,Convertible,115.0,Automatic,3.0,Benzin,39313.0,1.0,Low,Used,44799
Mercedes Benz C 180,Convertible,115.0,Automatic,3.0,Benzin,36930.0,1.0,Low,Used,44799
Mercedes Benz E 220,Convertible,143.0,Automatic,3.0,Diesel,15000.0,2.0,Medium,Used,57899
Mercedes Benz C 200,Convertible,135.0,Automatic,3.0,Benzin,9500.0,0.0,Low,Employee's car,53890
Mercedes Benz C 200,Convertible,135.0,Automatic,3.0,Benzin,30000.0,1.0,Low,Used,47799
Mercedes Benz C 200,Convertible,135.0,Automatic,3.0,Benzin,25000.0,1.0,Low,Used,49799
Mercedes Benz E 220,Convertible,143.0,Automatic,3.0,Diesel,22323.0,4.0,Medium,Used,49990
Mercedes Benz SLK 200,Convertible,135.0,Automatic,3.0,Benzin,27502.0,7.0,Medium,Used,25880
Mercedes Benz 250,Convertible,155.0,Automatic,3.0,Benzin,130500.0,9.0,Medium,Used,21920
